date,skipper_given_names,skipper_family_name,skipper_residence,route,direction
1780/10/09,Jan,Luyf,Dorth,Riga – Dordreght,west
1780/10/09,Claas,Bubeson,Rotterdam,Dantzig – Sivillia,west
1780/10/09,Hindrik,Ales Bakker,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/09,Douve,Sybrands,Mackum,Memel – Port a Port,west
1780/10/09,Jolle,Siebles,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/10,Frederich,Fredericksen,Friderichshavn,Friderichshavn – Dordt,?
1780/10/10,Lorens,Birch,Dantzig,Dantzig – Lewerpool,west
1780/10/10,Joachim,Litkens,Lubeck,Memel – Lissabon,west
1780/10/10,Friederich,Groth,Stettin,Liebau – Schiedam,west
1780/10/10,Evert,Hyben,Embden,Ahrensborg – Amsterdam,west
1780/10/10,Johan Peter,Braunschveig,Stettin,Kønigsberg – Bordeaux,west
1780/10/10,Peter,Brandt,Kiøbenhaun,Riga – Liworno,west
1780/10/10,Alexander,Davidson,Belfast,Memel – Belfast,west
1780/10/10,John,Piele,Lewerpool,Memel – Lewerpool,west
1780/10/10,John,Grun,Linn,Wyborg – Linn,west
1780/10/10,Richard,Moorsom,Whitby,Riga – London,west
1780/10/10,James,Watson,London,St. Petersborg – London,west
1780/10/10,William,Grant,London,St. Petersborg – London,west
1780/10/10,Peter,Brad,London,St. Petersborg – London,west
1780/10/10,John,Wells,Whithaven,St. Petersborg – Whithaven,west
1780/10/10,James,Grant,Portsmouth,St. Petersborg – Portsmouth,west
1780/10/10,William,Royall,Plymouth,St. Petersborg – Plymouth,west
1780/10/10,Thomas,Medcalf,London,St. Petersborg – London,west
1780/10/10,James,Wallace,London,St. Petersborg – London,west
1780/10/10,Thomas,Darnel,Bristol,St. Petersborg – Bristol,west
1780/10/10,Henry,Dowesland,London,St. Petersborg – London,west
1780/10/10,Robert,Pett,London,St. Petersborg – London,west
1780/10/10,Olaf,Erichson,Uddewalla,Malmøe – Uddewalla,west
1780/10/10,Johan,Hasselius,Abo,Abo – Lissabon,west
1780/10/10,Petter,Claeson,Aboe,Aboe – Bordeaux,west
1780/10/10,Jacob Pieter,Hulst,Peckel,Memel – Peckel,west
1780/10/10,Hendrik,de Jonge,Peckel,Memel – Harlingen,west
1780/10/10,Egbert,Arends,Dockum,Memel – Delfzyl,west
1780/10/10,Egbert,Geerts,Peckel,Pillau – Amsterdam,west
1780/10/10,Claas,Stam de jonge,Hoorn,Riga – Amsterdam,west
1780/10/10,Jan Frerik,Repko,Harlingen,Friderichshaun – Amsterdam,?
1780/10/10,Pieter,Geerts,Peckel,Pillau – Amsterdam,west
1780/10/10,Pieter,Pieters de Jonge,Peckel,Kønigsberg – Amsterdam,west
1780/10/10,Abraham,Lourens,Dorth,Riga – Amsterdam,west
1780/10/10,Andries,Simens,Amsterdam,Narva – Amsterdam,west
1780/10/10,Broer,Melfsen de Jonge,Amsterdam,Riga – Amsterdam,west
1780/10/10,Pieter,Cornelis,Hinlopen,Narva – Middelborg,west
1780/10/10,Sybrand,Dirks,Hinlopen,Riga – Amsterdam,west
1780/10/10,Jeye,Wiggerts,Hinlopen,Riga – Amsterdam,west
1780/10/10,Claas,Lanst,Middelborg,Narva – Middelborg,west
1780/10/10,Hessel,Wybrands,Hinlopen,Riga – Amsterdam,west
1780/10/10,Wiebe,Dircks,Coudum,Riga – Amsterdam,west
1780/10/10,Evert,Wypkes,Hinlopen,Riga – Amsterdam,west
1780/10/10,Jan,Dircks Duyff,Amsterdam,Narva – Amsterdam,west
1780/10/10,Wybrand,Rinckles,Hinlopen,Riga – Amsterdam,west
1780/10/10,Dirk,Jappes,Hinlopen,Riga – Amsterdam,west
1780/10/10,Sieger,Sybolds van Bergen,Amsterdam,Riga – Amsterdam,west
1780/10/10,Pieter,de Witt,Amsterdam,Dantzig – Amsterdam,west
1780/10/10,Bouve,Offes Wouthuysen,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/10,Wyntzen,Sipkes Abega,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/10,Jan,Barends de Jonge,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/10,Rickert,Pieters,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/11,Claas,Cornelissen,Hamborg,Kønigsberg – Hamborg,west
1780/10/11,Dietrich,Rust,Bremen,Memel – Nantes,west
1780/10/11,Johan,Kooper,Bremen,Collberg – Bordeaux,west
1780/10/11,Geert,Geerts Rensen,Embden,Kønigsberg – Embden,west
1780/10/11,Johan Elias,Mores,Dantzig,Dantzig – Nordsøen,west
1780/10/11,Jan,de Boer,Embden,Kønigsberg – Embden,west
1780/10/11,Johan David,Raths,Stettin,Kønigsberg – Amsterdam,west
1780/10/11,Jan,Zyllman,Embden,Kønigsberg – Embden,west
1780/10/11,Bernardus,de la Haye,Ostende,Riga – Ostende,west
1780/10/11,Jacob,Ludtke,Kønigsberg,Kønigsberg – Amsterdam,west
1780/10/11,Johan Daniel,Holtz,Dantzig,Dantzig – London,west
1780/10/11,Jochim,Herwig,Stettin,Amsterdam – Stettin,east
1780/10/11,Søren,Pedersen Schou,Friderichshald,Kiøbenhaun – Friderichshald,west
1780/10/11,Jørgen,Giersøe,Tønsberg,Kiøbenhaun – Drammen,west
1780/10/11,Hans,Petersen Klein,Kiøbenhaun,Kiøbenhaun – St. Croix,west
1780/10/11,Rasmus,Block,Aalborg,Narwa – Aalborg,west
1780/10/11,Peter,Deken,Flensborg,St. Ubes – Kiøbenhaun,east
1780/10/11,Thomas,Nielsen Kiehl,Flensborg,Riga – Lissabon,west
1780/10/11,Halvor,Bruun,Tonsberg,Bordeaux – Kiøbenhaun,east
1780/10/11,Richard,Dunn,Newcastle,Memel – Newcastle,west
1780/10/11,Thomas,Dobson,Stockton,Memel – Stockton,west
1780/10/11,Stephen,Johnson,Ipswick,Kønigsberg – Ipswick,west
1780/10/11,James,Atkins,Ipswick,Kønigsberg – Ypswick,west
1780/10/11,John,Spinck,Arbroath,Riga – Arbroath,west
1780/10/11,Thomas,Kidd,Arbroath,Riga – Arbroath,west
1780/10/11,George,Kidd,Arbroath,Riga – Arbroath,west
1780/10/11,Christopher,Harrison,Leith,St. Petersborg – Leith,west
1780/10/11,Peter,Anderson,Sealock,St. Petersborg – Sealock,west
1780/10/11,Henry,Bower,Arbroath,Riga – Arbroath,west
1780/10/11,Nehemiah,Blagdon,London,St. Petersborg – London,west
1780/10/11,Thomas,Painter,Falmouth,St. Petersborg – Falmouth,west
1780/10/11,Thomas,Hall,London,St. Petersborg – Plymouth,west
1780/10/11,Thomas,Lam,London,St. Petersborg – Plymouth,west
1780/10/11,Sven,Falck,Falkenberg,Malmøe – Falkenberg,west
1780/10/11,Berendt,Aker,Wisby,Wisby – Gottenborg,west?
1780/10/11,Johannes,Elmhult,Carlshavn,Carlshavn – Marstrand,west
1780/10/11,Bernt,Schonberg,Baastad,Udewalla – Stockholm,east
1780/10/11,Hans,Wilker,Barth,Wismar – London,west
1780/10/11,Magnus,Gedda,Stockholm,Stockholm – Middelhavet,west
1780/10/11,Jacob,Lindsted,Gottenborg,St. Petersborg – Gottenborg,west
1780/10/11,Detlof Mich.,Stavens,Barth,Liebau – Rotterdam,west
1780/10/11,Simon,Fierin,Stockholm,Dantzig – Lissabon,west
1780/10/11,Luytje,Albers Pingsterboer,Vendam,Riga – Holleslot,west
1780/10/11,Potte,Jansz,Harlingen,Riga – Harlingen,west
1780/10/11,Koert,Jans Dyck,ter Peckel,Kønigsberg – Amsterdam,west
1780/10/11,Gerbrandt,Sybes,Dockum,Liebau – Schiedam,west
1780/10/11,Claas,Hoop,Amsterdam,Riga – Amsterdam,west
1780/10/11,Obbe,Ulbes,Hinlopen,Riga – Edam,west
1780/10/11,Jan,Meyers,de Lemmer,Riga – Rotterdam,west
1780/10/11,Jacob,Minses,Oudegaa,Pillau – Lissabon,west
1780/10/11,Teunis Jan,Klatter,ter Peckel,Kønigsberg – Amsterdam,west
1780/10/11,Tjeerd,Rinses,Amsterdam,Riga – Lissabon,west
1780/10/11,Gabe,Rintjes,Amsterdam,St. Petersborg – Amsterdam,west
1780/10/11,Eyte,Pieters,Slooten,Bordeaux – Kønigsberg,east
1780/10/12,Johan,Roos,St. Petersborg,Cadix – St. Petersborg,east
1780/10/12,Jan Hinr.,Schriever,Bremen,Hamborg – Liebau,east
1780/10/12,Jan Hinr.,Schriever,Bremen,Hamborg – Sundet,east
1780/10/12,Hinrich,Ratjen,Bremen,Hamborg – Østersøen,east
1780/10/12,Carl Paul,Meeske,Stettin,Amsterdam – Stettin,east
1780/10/12,Peter Joachim,Claessen,Kønigsberg,London – Kønigsberg,east
1780/10/12,Anders,Christensen,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/12,Niss,Nissen Toff,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/12,Peter,Jespersen,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/12,Jens,Nielsen Kornbeck,Kiøbenhaun,Kiøbenhaun – St. Croix,west
1780/10/12,Jørgen Pet.,Holm,Kiøbenhaun,Kiøbenhaun – Amsterdam,west
1780/10/12,Søren,Martensen,Kiøbenhaun,Kiøbenhaun – Amsterdam,west
1780/10/12,Peter,Mørk,Kiøbenhaun,Amsterdam – Kiøbenhaun,east
1780/10/12,Peter,Nicolaysen,Kiøbenhaun,Bordeaux – Kiøbenhaun,east
1780/10/12,Lorentz,Lorentzen Elias,Kiøbenhaun,Bilbao – Kiøbenhaun,east
1780/10/12,John,Groom,Linn,Linn – Liebau,east
1780/10/12,John,Steen,Kirkaldy,Memel – Kirkaldy,west
1780/10/12,John,Barn,Hull,Memel – Hull,west
1780/10/12,Francis J.,Hurry,Lewerpool,Lewerpool – Rostock,east
1780/10/12,David,Bonner,Sealock,St. Petersborg – Sealock,west
1780/10/12,Corbet,Coock,Lewerpool,Lewerpool – Riga,east
1780/10/12,John,Johnson,Lewerpool,Lewerpool – Østersøen,east
1780/10/12,Petter,Olson,Skipperkrogen,Engelholm – Malmøe,east
1780/10/12,Johan Chr.,Wallis,Barth,Fleckefiørd – Barth,east
1780/10/12,Anders,Jonson,Gottenborg,Wisby – Uddewalla,west?
1780/10/12,Pehr,Møller,Kullen,Gottenborg – Westerwig,east
1780/10/12,Jons,Wahrgreen,Helsingborg,Stockholm – Gottenborg,west
1780/10/12,Peter,Anderson,Wisby,Wisby – Gottenborg,west?
1780/10/12,Claas,Stramvit,Barth,Newcastle – Østersøen,east
1780/10/12,Geert,Johannes,Amsterdam,Wyborg – Mallaga,west
1780/10/12,Hindrik,Harmens Drent,ter Peckel,Pillau – Amsterdam,west
1780/10/12,Eildert,Tjarks,Amsterdam,Kønigsberg – Amsterdam,west
1780/10/12,Eyldert,Jans,Groningen,Kønigsberg – Amsterdam,west
1780/10/12,Gerhardus,Hensens,ter Peckel,Kønigsberg – Amsterdam,west
1780/10/12,Jacob,Henricks de Hoog,Amsterdam,Riga – Amsterdam,west
1780/10/13,Michel,van Putten,Ostende,Ostende – Riga,east
1780/10/13,Peter,Rasch,Dantzig,Corck – Dantzig,east
1780/10/13,Arend,Onnes Visser,Just,Amsterdam – Stettin,east
1780/10/13,Christopher,Giese,Stettin,Amsterdam – Stettin,east
1780/10/13,Joachim,Zadack,Rugenvalde,Croisick – Memel,east
1780/10/13,Peter,Nielsen Duhn,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Peder,Pedersen,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Peter Niels,Christians,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Hans,Christensen Holm,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Thomas,Jensen Holte,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Knud,Pedersen,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Claus,Peters,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Mads,Hansen,Kiøbenhaun,Island – Kiøbenhaun,east
1780/10/13,Hagen,Ulrichsen,Tronhjem,Dublin – Stralsund,east
1780/10/13,Jens,Møller,Kiøbenhaun,St. Croix – Kiøbenhaun,east
1780/10/13,Jan Cristian,Johansen,Helsingøer,Amsterdam – Pernau,east
1780/10/13,Jacob,Hansen,Flensborg,Lissabon – Østersøen,east
1780/10/13,Niss,Hansen Brunn,Apenrade,St. Ubes – Kiøbenhaun,east
1780/10/13,Peter,Jurgensen,Flensborg,Cadix – Kiøbenhaun,east
1780/10/13,Mads,Nielsen Harboe,Kiøbenhaun,Memel – Port a Port og Figueira,west?
1780/10/13,Peder Detley,Løn,Kiøbenhaun,Færøe – Kiøbenhaun,east
1780/10/13,Lars,Børrissen,Drammen,Bordeaux – Kiøbenhaun,east
1780/10/13,Jeppe,Andersen,Porsgrund,Rochelle – Kiøbenhaun,east
1780/10/13,Robert,Oswald,Dysart,Dysart – Memel,east
1780/10/13,John,Gardner,Limkiln,Limkiln – Memel,east
1780/10/13,Williams,Wray,Hull,Hull – Memel,east
1780/10/13,William,Dunn,Whitby,Hull – Memel,east
1780/10/13,Richard,Hagon,Newcastle,Memel – Newcastle,west
1780/10/13,Thomas,Colling,London,Stockholm – London,west
1780/10/13,Herman,Scharmberg,Barth,Amsterdam – Stralsund,east
1780/10/13,Olof N.,Bonde,Kullen,Udewalla – Malmøe,east
1780/10/13,Erick Nicolas,Runberg,Stralsund,Leverpool – Østersøen,east
1780/10/13,Anders,Dahlstrøm,Stockholm,Amsterdam – Stockholm,east
1780/10/13,Nils,Beckstrøm,Stockholm,London – Carlscrone,east
1780/10/13,Friderich,Loitz,Wolgast,Bordeaux – Stockholm,east
1780/10/13,Petrus,Piebes Sipma,Amsterdam,Amsterdam – Østersøen,east
1780/10/13,Reyer Dirks,Flapper,Vriesland,Amsterdam – Østersøen,east
1780/10/13,Heere,Wessels,Wousend,Amsterdam – Østersøen,east
1780/10/13,Reindert,Harmens Lutje,Worckum,Amsterdam – Østersøen,east
1780/10/13,Pieter,Egberts,Veendam,Amsterdam – Stettin,east
1780/10/13,Pieter E.,Ketelaar,Amsterdam,Amsterdam – Stettin,east
1780/10/13,Pieter,Hansen,Amsterdam,Amsterdam – Pernau,east
1780/10/13,Jacob,Reinders Vetschøn,der Schelling,Amsterdam – Riga,east
1780/10/13,Hendrik,Willems,Amsterdam,Amsterdam – Stettin,east
1780/10/13,Pieter,Sybrands Bovoord,Amsterdam,Bordeaux – Dantzig,east
1780/10/14,Ludwig,Prytz,Colberg,Corck – Colberg,east
1780/10/14,Jan,Kolster,Stettin,Port a Port – Kønigsberg,east
1780/10/14,Christian,Kihl,Kønigsberg,Amsterdam – Kønigsberg,east
1780/10/14,Willert,Lubben Lust,Dormerzyl,Amsterdam – Stettin,east
1780/10/14,Thomas,Kings Hellesen,Faaborg,Bergen – Faaborg,east
1780/10/14,Johan,Frantzen Terentz,Kiøbenhaun,Kiøbenhaun – Kysten Guinea,west
1780/10/14,Geert,Geertsen,Kiøbenhaun,St. Thomas – Kiøbenhaun,east
1780/10/14,Friderich Dirck,Boyesen,Kiøbenhaun,Kiøbenhaun – St. Croix,west
1780/10/14,Niels,Westmarker,Kiøbenhaun,St. Thomas – Kiøbenhaun,east
1780/10/14,Bleike,Mathiesen,Flensborg,Lissabon og St. Ubes – Kiøbenhaun,east?
1780/10/14,George,Hart,Borrowstoness,Borrowstoness – Dantzig,east
1780/10/14,Alexander,Beeg,Leith,Dantzig – Leith,west
1780/10/14,Hans,Anderson,Malmøe,Kønigsbacke – Malmøe,east
1780/10/14,Hans,Zachau,Barth,Waterford – Stralsund,east
1780/10/14,Jacob,Reyer,Barth,London – Østersøen,east
1780/10/14,Bengt,Petterson,Baastad,Landscrone – Marstrand,west
1780/10/14,Olof,Torbiornson,Gottenborg,Dantzig – Warberg,west
1780/10/14,Paul,Hook,Torekow,Gottenborg – Malmøe,east
