date,skipper_given_names,skipper_family_name,skipper_residence,route,direction
1780/04/05,Coert,Goevers,Rotterdam,Rotterdam – Kønigsberg,east
1780/04/05,Berent,Abbas,Groningen,Zoltkamp – Østersøen,east
1780/04/05,Tjakke,Harkes,ter Peckel,Amsterdam – Østersøen,east
1780/04/05,Harm,Jacobs,ter Peckel,Amsterdam – Østersøen,east
1780/04/05,Hans,Dircks,Amsterdam,Kiøbenhaun – Amsterdam,west
1780/04/05,Dirk Lausen,Bollebacker,Ameland,Amsterdam – Dantzig,east
1780/04/05,Jan,Jansen Pillouv,Vousend,Dantzig – Amsterdam,west
1780/04/05,Gabriel,Witteveen,de Lemmer,Dantzig – Amsterdam,west
1780/04/06,Lars,Lundgren,Onsala,Kongsbacke – Ystad,east
1780/04/06,Peter,Nilson Fisk,Gottenborg,Kiøbenhavn – Gottenborg,west
1780/04/06,Petter,Bolin,Halland,Gottenborg – Stockholm,east
1780/04/06,Lars,Kock,Warberg,Gottenborg – Stockholm,east
1780/04/06,Bengt,Stiernberg,Halland,Gottenborg – Kønigsberg,east
1780/04/06,Swen,Stiernberg,Gottenborg,Gottenborg – Liebau,east
1780/04/06,Jens,Jensen,Nedenæslehn,Arendahl – Kiøbenhavn,east
1780/04/06,Jens,Koefoed,Kiøbenhavn,Kiøbenhavn – Stradt David,west
1780/04/06,Knud,Rasmussen Leth,Kiøbenhavn,Kiøbenhavn – Farøe,west
1780/04/06,Jacob,Corneliussen,Dragøe,Kiøge – Bergen,west
1780/04/06,Christopher,Brandt,Swenborg,Kønigsberg – Bergen,west
1780/04/06,Mathias,Rickert,Fehmern,Pillau – Bergen,west
1780/04/06,George,Lorentzen,Kiøbenhavn,Kiøbenhavn – St. Croix,west
1780/04/06,Mathias,Søderup,Apenrade,Hamborg – Memel,east
1780/04/06,Christen,Salling,Kiøbenhavn,Landscrone – Amsterdam,west
1780/04/07,Gustaw Ad.,Stridbeck,Baastad,Malmøe – Uddewalla,west
1780/04/07,Jacob,Teschner,Kønigsberg,Kønigsberg – Dublin,west
1780/04/07,Anders,Olsen Steenberg,Kiøge,Kiøge – Dramen,west
1780/04/07,Mads,Nielsen Harboe,Kiøbenhavn,Kiøbenhavn – Tronhjem,west
1780/04/08,Jochim,Brinkman,Rostock,Rostock – Bergen,west
1780/04/08,Hinr. J.,Ludwigson,Baastad,Landscrone – Marstrand,west
1780/04/08,Peter Dan.,Blandau,Stralsund,Stralsund – Bergen,west
1780/04/08,Heinrich,Radsen,Bremen,Kønigsberg – Bremen,west
1780/04/08,Paul,Høk,Torekow,Malmøe – Wennersborg,west
1780/04/08,Christ.,Bolin,Kullen,Malmøe – Uddewalla,west
1780/04/08,Martin,Jachtman,Wolgast,Wolgast – Gottenborg,west
1780/04/08,Jochim,Blomhagen,Wolgast,Greifswalde – Uddewalla,west
1780/04/08,Johan,Reuh,Wolgast,Wolgast – Gottenborg,west
1780/04/08,David,Steding,Wolgast,Wolgast – Gottenborg,west
1780/04/08,Christoph,Losser,Wolgast,Wolgast – Gottenborg,west
1780/04/08,Jonas,Zornow,Barth,Stralsund – London,west
1780/04/08,Jochin,Krull,Wolgast,Greifswald – Gottenborg,west
1780/04/08,Jochim Nicol.,Waack,Wismar,Wismar – Amsterdam,west
1780/04/08,Petter,Øhman,Uddewalla,Uddewalla – Dantzig,east
1780/04/08,Christ. Hinrich,Lorentzen,Cappeln,Steege – Bergen,west
1780/04/08,Hans,Lorentzen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/08,Hans,Hansen Bleicken,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/08,Peter,Petersen,Kiøbenhavn,Kiøbenhavn – Grønland,west
1780/04/09,Hinderk,Hinders,Embden,Embden – Østersøen,east
1780/04/09,Thomas,Bergstrøm,Carlshavn,Amsterdam – Carlshavn,east
1780/04/09,Nicolaus,Wilken,Barth,Wismar – London,west
1780/04/09,Jøns,Lindgren,Warberg,Gotenborg – Østersøen,east
1780/04/09,Petter,Siøstrøm,Aahuus,Gottenborg – Christianstad,east
1780/04/09,Olof,Friderichson,Toreko,Gottenborg – Wolgast,east
1780/04/09,H. C.,Blandau,Stralsund,Gottenborg – Wolgast og Stettin,east?
1780/04/09,Carl,Modee,Uleaborg,St. Ubes – Uleaborg,east
1780/04/09,Iwer,Larsen,Laurwig,Dramen – Kiøbenhavn,east
1780/04/09,Anders,Thomsen,Tonsberg,Holmestrand – Kiøbenhavn,east
1780/04/09,Corn.,Jansen Bagger,Kiøbenhavn,Laurvig – Kiøbenhavn,east
1780/04/09,Soren,Olsen,Thiomøe,Friderichshald – Kiøbenhavn,east
1780/04/09,Ole,Grubbe,Brewig,Langesund – Kiøbenhavn,east
1780/04/09,Claus,Clausen Cøe,Nordborg,Christiansand – Kiøbenhavn,east
1780/04/09,Jorgen Abraham,Bøhme,Laurvig,Laurvig – Kiøbenhavn,east
1780/04/09,Claus,Herstad,Christiania,Bordeaux – Kiøbenhavn og Helsingøer,east?
1780/04/09,Jan,Harms Das,ter Peckel,Zoltkamp – Østersøen,east
1780/04/09,Juryn,Boukes,Veendam,Groningen – Østersøen,east
1780/04/09,Jurian,Pieters,Amsterdam,Dantzig – Ferrol,west
1780/04/10,George,Scotland,Kincardin,Aloa – Kiøbenhavn,east
1780/04/10,Thies,Jansen Hagenaar,Embden,Embden – Østersøen,east
1780/04/10,Gunne,Lundberg,Warberg,Warberg – Rugenwalde,east
1780/04/10,Anders,Appelberg,Warberg,Warberg – Malmøe,east
1780/04/10,Axel,Nilsøn,Halmstad,Halmstad – Malmøe,east
1780/04/10,Mathias,Schonberg,Malmøe,Gottenborg – Malmøe,east
1780/04/10,John,Mortenson,Gottenborg,Gottenborg – Kiøbenhavn,east
1780/04/10,Lars,Swensøn,Skipperkrogen,Gottenborg – Kiobenhavn,east
1780/04/10,Mathias,Nilsøn,Skipperkrogen,Gottenborg – Kiobenhavn,east
1780/04/10,Hans,Michelson,Torekow,Gottenborg – Calmar,east
1780/04/10,Lars,Gudmundson,Gottenborg,Gottenborg – Kiobenhavn,east
1780/04/10,Olof,Nilsøn,Gottenborg,Gottenborg – Østersøen,east
1780/04/10,Albrecht,Wallis,Barth,Wismar – London,west
1780/04/10,Magnus,Tørnqvist,Westermik,Marstrand – Westermik,east
1780/04/10,Jøns,Lyckberg,Gottenborg,Gottenborg – Østersøen,east
1780/04/10,Erick,Dircks,Gottenborg,Gottenborg – Kiobenhavn,east
1780/04/10,Sivert,Wolstad,Stavanger,Stavanger – Danmark,east
1780/04/10,Niels,Nielsen,Christiania,Christiania – Kiøbenhavn,east
1780/04/11,Lielf,Seekes,Bremen,Bremen – Liebau,east
1780/04/11,Martin,Crutz,Kønigsberg,Kønigsberg – Rochester,west
1780/04/11,Jan,Greppert,Kønigsberg,Kønigsberg – Amsterdam,west
1780/04/11,Friedrich,Enthold,Bremen,Liebau – Bremen,west
1780/04/11,Johan,Mencke,Bremen,Liebau – Bremen,west
1780/04/11,Johan,Meyer,Bremen,Liebau – Bremen,west
1780/04/11,Johan,Wessels,Bremen,Liebau – Bremen,west
1780/04/11,Johan Hinrich,Meyer,Bremen,Liebau – Bremen,west
1780/04/11,Johan Jacob,Stemming,Dantzig,Dantzig – Lissabon,west
1780/04/11,Albrecht,Berg,Uddewalla,Pillau – Uddewalla,west
1780/04/11,Olof Nilsøn,Bonde,Kullen,Marstrand – Norkøping,east
1780/04/11,Peter,Henrichsen,Nedenæslehn,Kiøbenhavn – Nedenaslehn,west
1780/04/11,Christian,Pihlman,Uddewalla,Uddewalla – Wisly,east
1780/04/11,Ole,Sivertsen,Nedenæslehn,Arendahl – Kiøbenhavn,east
1780/04/11,Carl,Peters,Barth,Wismar – London,west
1780/04/11,Peder,Pedersen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/11,Martin,Wallis,Barth,Wismar – London,west
1780/04/11,Anders,Christensen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/11,Christopher Friderick,Grosse,Amsterdam,Kiøbenhaun – Carracou i America,west
1780/04/11,Anders,Dahlstrøm,Stockholm,Stockholm – Amsterdam,west
1780/04/11,Knud,Nielsen Foged,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/11,Claus,Michelsen Duhn,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/11,Lars,Jonson,Baastad,Carlshavn – Marstrand,west
1780/04/12,Gottfried,Wenck,Rugenvalde,Rugen – London,west
1780/04/12,Lars,Thore,Kullen,Carlscrone – Gottenborg,west
1780/04/12,Anders,Enbeck,Gottenborg,Carlscrone – Gottenborg,west
1780/04/12,Isbrandt,Jacobsen,Dragøe,Steege – Bergen,west
1780/04/12,Olof,Lundbeck,Carlshavn,Carlshavn – Gottenborg,west
1780/04/12,Johan Christ.,Drickel,Greifswald,Greifswald – Gottenborg,west
1780/04/12,Petter,Wall,Carlscrone,Carlshavn – Marstrand,west
1780/04/13,Hinrich,Gerdes,Rostock,Rostock – London,west
1780/04/13,William,Gray,Linn,Linn – Memel,east
1780/04/13,William,Scott,Whitby,Newcastle – Memel,east
1780/04/13,Thomas,Burlinson,Linn,Sunderland – Østersøen,east
1780/04/13,Melchior,Haubus,Kønigsberg,Kønigsberg – London,west
1780/04/13,Daniel,Haubus,Kønigsberg,Kønigsberg – Hamborg,west
1780/04/13,Michel,Freese,Pillau,Pillau – Hull,west
1780/04/13,Hedde,Hilckes,Kønigsberg,Kønigsberg – Bordeaux,west
1780/04/13,Hendrick,Juriens Dirck,Kønigsberg,Kønigsberg – Amsterdam,west
1780/04/13,Christoffer,Kootz,Stettin,Bordeaux – Stettin,east
1780/04/13,Johan,Neunstad,Kønigsberg,Bordeaux – Kønigsberg,east
1780/04/13,Arent,Alders Smith,Leuvarden,Ostende – Østersøen,east
1780/04/13,Dirk,Jansz,Groningen,Pillau – Groningen,west
1780/04/13,Jan,Poppes de Vries,de Lemmer,Liebau – Holland,west
1780/04/13,Anders,Mathiasen,Thiømøe,Kiøbenhavn – Friderichshald,west
1780/04/13,Ole,Petersen Block,Kiøbenhavn,Nyekiøping – Bergen,west
1780/04/13,Hans,Hellesen,Kiøbenhavn,Kiøbenhavn – Farøe,west
1780/04/13,Hans,Hellesen,Kiøbenhavn,Kiøbenhavn – Røervig,west
1780/04/13,Jons,Swensøn,Aahuus,Christianstad – Gottenborg,west
1780/04/13,Jorgen,Petersen Holm,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/13,Pehr,Christenson,Skipperkrogen,Cimbrishavn – Gottenborg,west
1780/04/13,Andreas,Theyring,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/13,Niels,Strøm,Torekow,Gottenborg – Liebau,east
1780/04/13,Peter,Nielsen Buch,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/13,Marten,Olsøn,Torekow,Marstrand – Stockholm,east
1780/04/13,Joh. J.,Wennerberg,Torekow,Marstrand – Liebau,east
1780/04/13,Johan,Pettersøn,Gottenborg,Dantzig – Gottenborg,west
1780/04/13,Haquin,Fidestrøm,Norkøping,Norkøping – Nordsøen,west
1780/04/13,Jacob,Strandheim,Abo,Bordeaux – Abo,east
1780/04/14,Eyldert,Tjarcks,Amsterdam,Pillau – Amsterdam,west
1780/04/14,Anders,Jensen Prost,Dragøe,Kønigsberg – Bergen,west
1780/04/14,Anders,Appelberg,Warberg,Malmøe – Warberg,west
1780/04/14,Joh. Joch.,Kraft,Barth,Greifswald – Schiedam,west
1780/04/14,Carl,Holm,Stockholm,Stockholm – Rotterdam,west
1780/04/14,Jochim,Elmhorst,Stralsund,Stockholm – Amsterdam,west
1780/04/14,Jochim,Lademacker,Barth,Greifswald – Gottenborg,west
1780/04/14,Jochim,Blandau,Stralsund,Stockholm – Amsterdam,west
1780/04/14,Michael,Kreeft,Stralsund,Stockholm – Amsterdam,west
1780/04/15,Martin Hinr.,Toppe,Rostock,Rostock – Tronhiem,west
1780/04/15,Joachim Friederich,Harder,Kønigsberg,Kønigsberg – Linn,west
1780/04/15,Sigbiørn,Tiorsvog,Flechefiord,Kiøge – Flechefiord,west
1780/04/15,Hans,Hansen Holm,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/15,Jens,Hansen Guldager,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/15,Niels,Petersen,Kiøbenhaun,Kiøbenhavn – Island,west
1780/04/15,Hans,Wilder,Femern,Pillau – Bergen,west
1780/04/15,Soren,Martensen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/15,Jens,Tørrisen,Friderichshald,Dantzig – Bergen,west
1780/04/15,Borge,Hanson,Falkenberg,Ystad – Falkenberg,west
1780/04/15,Pehr,Pehrson,Skipperkrogen,Malmøe – Gottenborg,west
1780/04/15,Lars,Petterson,Warberg,Malmøe – Warberg,west
1780/04/15,Hinrich,Siobom,Carlshavn,Carlshavn – Gottenborg,west
1780/04/15,Swen,Hogard,Gottenborg,Nykiøping – Gottenborg,west
1780/04/15,Jons,Nilson,Skipperkrogen,Calmer – Gottenborg,west
1780/04/15,Herman,Scharmberg,Barth,Wismar – London,west
1780/04/15,Adolph Fridr.,Dahlberg,Calmar,Calmer – Livorno,west
1780/04/15,Reinhold Christ.,Ziemsen,Barth,Wismar – Lissabon,west
1780/04/15,Joh. Hindr.,Hanson,Stralsund,Greifswald – Barcellona,west
1780/04/15,Detlof Michel,Stavens,Barth,Wismar – Cadix,west
1780/04/15,Johan,Wallis,Barth,Wismar – Lissabon,west
1780/04/15,Hinrich,Holtfreter,Barth,Rostock – Lissabon,west
1780/04/16,Johan Gustav,Jenssen,Rostock,Rostock – Bergen,west
1780/04/16,Thomas Liborius,Stricker,Lubeck,Lubeck – Bordeaux,west
1780/04/16,Evert Hindr.,Schortenbrock,ter Peckel,Amsterdam – Østersøen,east
1780/04/16,Knud,Møller,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/16,Anders,Olson,Halland,Kiøbenhavn – Gottenborg,west
1780/04/16,Aka,Swenson,Halmstad,Malmøe – Halmstad,west
1780/04/16,Nils,Classon,Carlshavn,Carlshavn – Marstrand,west
1780/04/16,Axel,Nilson,Halmstad,Malmøe – Halmstad,west
1780/04/16,Borge,Lund,Warborg,Rugenwalde – Warborg,west
1780/04/16,Anders,Hagman,Malmøe,Malmøe – Kongsbacka,west
1780/04/16,Anders,Lind,Malmøe,Malmøe – Gottenborg,west
1780/04/16,Hans,Nilson,Falkenberg,Carlshavn – Uddewalla,west
1780/04/17,Luiz Cipriano,Rebello,Lissabon,Lissabon – St. Petersborg,east
1780/04/17,Albert,Jochems,Amsterdam,Amsterdam – Østersøen,east
1780/04/17,Volckert,Pieters,Amsterdam,Amsterdam – Østersøen,east
1780/04/17,Daniel,Rohsland,Barth,Barth – Bergen,west
1780/04/17,Christoph,Wallis,Barth,Stralsund – Gottenborg,west
1780/04/17,Peter,Johanson,Stockholm,Rouen og Gottenborg – Stockholm,east?
1780/04/18,Ludwig,Prutz,Colberg,Rugenwalde – Corck,west
1780/04/18,Hinrich,Meyer,Rostock,Rostock – Tronhiem,west
1780/04/18,George,Kostner,Dantzig,Dantzig – Newry,west
1780/04/18,Geert,Geerts Rensen,Embden,Kønigsberg – Amsterdam,west
1780/04/18,Ludvig,Schvel,Stettin,Bordeaux – Stettin,east
1780/04/18,Pieter,Gerbrands Bley,Worckum,Ostende – Østersøen,east
1780/04/18,Harm Hindr.,Haverboldt,Groningen,Pillau – Amsterdam,west
1780/04/18,Albert,Alberts Huibert,ter Peckel,Kønigsberg – Amsterdam,west
1780/04/18,Harm,Jans Gust,Delfzyl,Kønigsberg – Amsterdam,west
1780/04/18,Atte,Helles,Worckum,Lissabon – Kønigsberg,east
1780/04/18,Lamert,Lamerts Dyck,ter Peckel,Pillau – Amsterdam,west
1780/04/18,Scharis,Pedersen,Moss,Moss – Kiøbenhavn,east
1780/04/18,Lars,Hendrickson,Lysekihl,Udewalla – Elbing,east
1780/04/18,Joh. Carl,Beyer,Wolgast,Greifswald – Gottenborg,west
1780/04/18,Jons,Ostman,Ystad,St. Ubes – Ystad,east
1780/04/18,Johan,Wallis,Stralsund,Liebau – Rotterdam,west
1780/04/19,James,Taylor,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/04/19,Joachim,Zaddach,Rugenvalde,Bordeaux – Collberg,east
1780/04/19,Joachim,Zaddach,Rugenvalde,Bordeaux – Stettin,east
1780/04/19,Heyne,Barends,de Lemmer,Amsterdam – Østersøen,east
1780/04/19,Anders,Thomsen,Tønsberg,Kiøbenhavn – Friderichshald,west
1780/04/19,Søren,Nielsen,Tønsberg,Kiøbenhavn – Tønsberg,west
1780/04/19,John,Andersen Bechen,Laurvig,Kiøbenhavn – Arendahl,west
1780/04/19,Niels,Clausen Mølbye,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/19,Peter,Andersen,Kiøbenhavn,Kiøbenhavn – Island,west
1780/04/19,Hans,Hansen,Odensee,Kønigsberg – Bergen,west
1780/04/19,Anders,Mathiesen,Thiømøe,Friderichshald – Kiøbenhavn,east
1780/04/19,Michel,Abrahamsen,Notterøe,Friderichshald – Kiøbenhavn,east
1780/04/19,Anders,Lund,Warberg,Warberg – Stralsund,east
1780/04/19,Pehr,Jonson,Skipperkrogen,Gottenborg – Malmøe,east
1780/04/19,Nils P.,Bohl,Halmstad,Malmøe – Halmstad,west
1780/04/19,Mathias,Schaanberg,Malmøe,Malmøe – Gottenborg,west
1780/04/19,Nils,Nilson,Malmøe,Gottenborg – Christianstad,east
1780/04/19,Petter,Tellning,Warberg,Gottenborg – Konigsberg,east
1780/04/19,Nils,Clementson,Lysekihl,Udewalla – Elbing,east
1780/04/19,Gudmund,Christopherson,Toreko,Marstrand – Nykiøping,east
1780/04/19,Clement,Anderson,Lysekihl,Udewalla – Dantzig,east
1780/04/19,Bengt,Larson,Warberg,Gottenborg – Østersøen,east
1780/04/19,Cornelius,Wulff,Gottenborg,Marstrand – Stockholm,east
1780/04/19,Hans P.,Dreyerstrom,Gottenborg,Gottenborg – Elbing,east
1780/04/19,Nils,Reck,Gottenborg,Marstrand – Stockholm,east
1780/04/20,Symen,Pieters,Embden,Embden – Memel,east
1780/04/20,Thomas,Douves Caminga,Embden,Embden – Østersøen,east
1780/04/20,Sier,Pieters Henstra,Amsterdam,Amsterdam – Østersøen,east
1780/04/20,Feike,Michels,Amsterdam,Amsterdam – Liebau,east
1780/04/20,Douve,Sybrands,Mackum,Amsterdam – Riga,east
1780/04/20,Sivert,Olsen Løning,Sogndahl,Kiøge – Flechefiord,west
1780/04/20,Johan Henrich,Braag,Sonderborg,Laurvig – Kiøbenhavn,east
1780/04/20,Boe,Nielsen,Laurvig,Kiøbenhavn – Laurvig,west
1780/04/20,Søren,Olsen,Thiømøe,Kiøbenhavn – Friderichshald,west
1780/04/20,Johan Sigvard,Neste,Moss,Moss – Helsingør,east
1780/04/20,Theys,Passer,Dragøe,Kønigsberg – Bergen,west
1780/04/20,Peter,Hultberg,Calmar,Kiøbenhavn – Marstrand,west
1780/04/20,Carl,Norberg,Lysekihl,Udewalla – Dantzig,east
1780/04/20,Sven,Bengtson,Fiskebeckskihl,Fiskebeckskihl – Stockholm,east
1780/04/20,Johan,Walgreen,Uddewalla,Udewalla – Dantzig,east
1780/04/20,Sven,Norberg,Uddewalla,Udewalla – Elbing,east
1780/04/20,Nils,Anderson,Lysekihl,Udewalla – Elbing,east
1780/04/20,Anders,Hanson,Lysekihl,Udewalla – Stockholm,east
1780/04/20,Israel,Anderson,Uddewalla,Udewalla – Riga,east
1780/04/20,Carl,Magnusson,Ystad,Marstrand – Riga,east
1780/04/20,Olof,Anderson,Lysekihl,Udewalla – Dantzig,east
1780/04/20,Joh. N.,Witzbohl,Fiskebeckskihl,Udewalla – Pillau,east
1780/04/20,Axel Fridr.,Salonius,Ystad,Marstrand – Stockholm,east
1780/04/20,Jons,Anderson,Gottenborg,Gottenborg – Riga,east
1780/04/20,Johan,Petterson,Norkioping,Marstrand – Nykiøping,east
1780/04/21,Thomas,Daneson,Shields,Newcastle – Memel,east
1780/04/21,William,White,Whitby,London – Memel,east
1780/04/21,Robert,Stephenson,Shields,Shields – Memel,east
1780/04/21,James,Cuthbertson,Yarmouth,Newcastle – Memel,east
1780/04/21,John,Henderson,Shields,Newcastle – Memel,east
1780/04/21,Henry,Dowesland,Whitby,London – Memel,east
1780/04/21,Thomas,Colly,Scarbourg,London – Memel,east
1780/04/21,Richard,Hagon,Newcastle,Newcastle – Memel,east
1780/04/21,Richard,Moorsom,Whitby,London – Riga,east
1780/04/21,William,Midleton,Whitby,London – Riga,east
1780/04/21,Thomas,Darnell,Stockton,London – Riga,east
1780/04/21,Zacharias,Garbutt,Whitby,Whitby – Memel,east
1780/04/21,John,Winter,Whitby,London – Memel,east
1780/04/21,Robert,Peck,Whitby,London – Memel,east
1780/04/21,Ralph,Metcalf,Stockton,London – Riga,east
1780/04/21,John,Cram,Shields,Newcastle – Lybeck,east
1780/04/21,William,Smith,London,London – Stettin,east
1780/04/21,Arent,Folkers,Ostfriesland,Embden – Østersøen,east
1780/04/21,Halle,Gerrits Visser,Ostfriesland,Amsterdam – Østersøen,east
1780/04/21,Gabe,Lolkes,Grauv,Amsterdam – Østersøen,east
1780/04/21,Evert,Cornelis,Delfzyl,Nieuwenzyl – Østersøen,east
1780/04/21,Jochim,Jochims,Groningen,Kønigsberg – Amsterdam,west
1780/04/21,Iver,Larsen,Laurvig,Kiøbenhavn – Moss,west
1780/04/21,Hans,Kastrup,Odensee,Kønigsberg – Bergen,west
1780/04/21,Peter,Nicolaysen,Kiøbenhavn,Kiøbenhavn – Amsterdam,west
1780/04/21,Talenius,Hanson,Skipperkrogen,Malmøe – Halmstad,west
1780/04/22,Hinrich,Jensen,Rostock,Pillau – Amsterdam,west
1780/04/22,Joackim L.,Jenssen,Rostock,Liebau – Schiedam,west
1780/04/22,Story,Hebdon,Scarbourg,London – Memel,east
1780/04/22,Robert,Marshall,Sunderland,London – Memel,east
1780/04/22,William,Yellowley,Newcastle,Newcastle – Memel,east
1780/04/22,Richard,Mallison,Hull,Hull – Kønigsberg,east
1780/04/22,Joachim Friederich,Dumstrey,Stettin,Stettin – London,west
1780/04/22,Christopher,Nordvig,Stettin,Stettin – Corck,west
1780/04/22,Benjamin,Ridder,Konigsberg,Konigsberg – Yarmouth,west
1780/04/22,Michael,Buch,Dantzig,Dantzig – Belfast,west
1780/04/22,Peter,Petersen,Dantzig,Dantzig – London,west
1780/04/22,Martin,Kofahl,Lubeck,Dantzig – Amsterdam,west
1780/04/22,Johan Gottfrid,Blanck,Kønigsberg,Kønigsberg – Bordeaux,west
1780/04/22,Jacob,Krest,Kønigsberg,Kønigsberg – Leverpool,west
1780/04/22,Jelle,Wiebes,Vriesland,Amsterdam – Østersøen,east
1780/04/22,Jacob,Annes,ter Henne,Amsterdam – Østersøen,east
1780/04/22,Luytjen,Siebes,de Lemmer,Amsterdam – Østersøen,east
1780/04/22,Jacob,Ernst,Delfzyl,Memel – Delfzyl,west
1780/04/22,Cornelius,Borst,Delfzyl,Memel – Harlingen,west
1780/04/22,Evert,Jansz de Boer,Groningen,Liebau – Amsterdam,west
1780/04/22,Claas,Hendriks,Dockum,Liebau – Amsterdam,west
1780/04/22,Jan Cornelis,van der Zyl,Delfzyl,Liebau – Amsterdam,west
1780/04/22,Jan,Jacobs de Groot,Groningen,Liebau – Amsterdam,west
1780/04/22,H. Johannes,Cramer,de Lemmer,Liebau – Amsterdam,west
1780/04/22,Anders,Hansen Walløe,Løvesund,Kiøbenhavn – Dramen,west
1780/04/22,Ole,Sivertsen,Østerriisøer,Kiøbenhavn – Østerriisøer,west
1780/04/22,Jens,Jensen,Nedenæslehn,Kiøbenhavn – Østerriisør,west
1780/04/22,Niels,Olsen,Thiomøe,Moss – Helsingør,east
1780/04/22,Rasmus,Eschildsen,Kiøbenhavn,Kiøbenhavn – Christiania,west
1780/04/22,Hans,Heinrich Hansen,Flensborg,Kønigsberg – Tronhjem,west
1780/04/22,Hinr. B.,Setterstrom,Norkiøping,Carlshavn – Marstrand,west
1780/04/22,Petter,Wendel,Aahuus,Christianstad – Rotterdam,west
1780/04/23,Hinrich,Wessels,Hamborg,Stettin – Bordeaux,west
1780/04/23,Michel,Volckering,Stettin,Stettin – London,west
1780/04/23,Michel Frederich,Steckling,Stettin,Stettin – Corck,west
1780/04/23,Johan,Albrecht,Dantzig,Dantzig – Belfast,west
1780/04/23,Michel,Engel,Stettin,Stettin – London,west
1780/04/23,Hinrich,Karstens,Marlov,Rostock – London,west
1780/04/23,Ede,Onnen,Embden,Kønigsberg – Amsterdam,west
1780/04/23,Johan Elias,Mores,Dantzig,Dantzig – Belfast,west
1780/04/23,Emanuel Gottlieb,Martens,Dantzig,Dantzig – London,west
1780/04/23,Sybrand,Willems,Kønigsberg,Pillau – Lanschefter,west
1780/04/23,Johan Abraham,Lammert,Kønigsberg,Pillau – Wyre,west
1780/04/23,Jacob,Segelke,Kønigsberg,Kønigsberg – Amsterdam,west
1780/04/23,Abraham,Schepper,Dantzig,Dantzig – Amsterdam,west
1780/04/23,Georg,Micklay,Dantzig,Dantzig – London,west
1780/04/23,Brugt,Douves,Groningen,Kønigsberg – Amsterdam,west
1780/04/23,Harms,Mulder,ter Peckel,Kønigsberg – Amsterdam,west
1780/04/23,Harm,Luppes Priem,Delfzyl,Kønigsberg – Amsterdam,west
1780/04/23,Roelf,Claasen Koop,Groningen,Kønigsberg – Amsterdam,west
1780/04/23,Tjapke,Egberts,Delfzyl,Pillau – Amsterdam,west
1780/04/23,Teunis,Jans Klatter,Groningen,Kønigsberg – Amsterdam,west
1780/04/23,Luitje,Jans,Veendam,Kønigsberg – Amsterdam,west
